Title,Genre,Console,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales
Midnight Club: Street Racing,Racing,PS2,2.63m,2.00m,0.47m,0.02m,0.14m
Enter the Matrix,Action,PS2,3.18m,1.78m,1.12m,0.09m,0.19m
Enter the Matrix,Action,PC,0.00m,N/A,0.00m,N/A,0.00m
FIFA Soccer 09,Sports,PS3,2.59m,0.49m,1.63m,0.04m,0.43m
FIFA Soccer 09,Sports,PS2,2.28m,0.38m,0.07m,0.01m,1.82m
FIFA Soccer 09,Sports,X360,1.94m,0.49m,1.26m,0.01m,0.18m
FIFA Soccer 09,Sports,PC,0.02m,N/A,0.02m,N/A,0.00m
Tony Hawk's Pro Skater 3,Sports,PS2,4.41m,2.66m,1.29m,0.01m,0.46m
Tony Hawk's Pro Skater 3,Sports,PC,N/A,N/A,N/A,N/A,N/A
Fable III,Role-Playing,X360,5.10m,3.59m,1.09m,0.05m,0.37m
Fable III,Role-Playing,PC,0.33m,0.11m,0.17m,N/A,0.05m
Penguins of Madagascar,Action-Adventure,WiiU,0.03m,0.01m,0.02m,N/A,0.00m
Penguins of Madagascar,Action-Adventure,Wii,0.02m,0.00m,0.01m,N/A,0.00m
Battlefield 1,Shooter,PS4,7.26m,2.20m,3.65m,0.29m,1.12m
Battlefield 1,Shooter,XOne,5.13m,3.37m,1.26m,0.02m,0.48m
Battlefield 1,Shooter,PC,0.77m,0.30m,0.41m,N/A,0.06m
AKB1/48: Idol to Guam de Koishitara...,Visual Novel,X360,0.01m,N/A,N/A,0.01m,N/A
Cars 2,Racing,Wii,0.90m,0.43m,0.38m,N/A,0.10m
Cars 2,Racing,PS3,0.52m,0.22m,0.22m,N/A,0.09m
Cars 2,Racing,X360,0.48m,0.28m,0.15m,N/A,0.05m
Cars 2,Racing,PC,0.00m,0.00m,N/A,N/A,0.00m
Assassin's Creed IV: Black Flag,Action-Adventure,PS3,3.94m,1.34m,1.86m,0.13m,0.62m
Assassin's Creed IV: Black Flag,Action-Adventure,X360,3.34m,1.90m,1.14m,0.01m,0.30m
Assassin's Creed IV: Black Flag,Action-Adventure,PS4,3.19m,1.07m,1.55m,0.06m,0.51m
Assassin's Creed IV: Black Flag,Action,XOne,2.32m,1.51m,0.59m,N/A,0.22m
Assassin's Creed IV: Black Flag,Action-Adventure,PC,0.63m,0.24m,0.34m,N/A,0.05m
Assassin's Creed IV: Black Flag,Action-Adventure,WiiU,0.29m,0.17m,0.10m,N/A,0.03m
The Sims 2: Castaway,Simulation,Wii,1.21m,0.44m,0.63m,N/A,0.14m
The Sims 2: Castaway,Simulation,PS2,0.37m,0.30m,0.01m,N/A,0.05m
Red Dead Redemption 2,Action-Adventure,PS4,13.94m,5.26m,6.21m,0.21m,2.26m
Red Dead Redemption 2,Action-Adventure,XOne,5.77m,3.76m,1.47m,N/A,0.54m
Red Dead Redemption 2,Action-Adventure,PC,N/A,N/A,N/A,N/A,N/A
Wii Play,Misc,Wii,28.92m,13.96m,9.18m,2.93m,2.85m
Fall Guys: Ultimate Knockout,Party,NS,N/A,N/A,N/A,N/A,N/A
Fall Guys: Ultimate Knockout,Party,PC,N/A,N/A,N/A,N/A,N/A
Fall Guys: Ultimate Knockout,Party,PS4,N/A,N/A,N/A,N/A,N/A
Fall Guys: Ultimate Knockout,Party,XOne,N/A,N/A,N/A,N/A,N/A
Sonic Unleashed,Platform,Wii,2.16m,1.26m,0.68m,0.02m,0.22m
Sonic Unleashed,Platform,PS3,1.03m,0.56m,0.32m,0.01m,0.14m
Sonic Unleashed,Platform,X360,0.95m,0.54m,0.32m,0.00m,0.09m
Sonic Unleashed,Platform,PS2,0.76m,0.37m,0.04m,N/A,0.36m
Outer Wilds,Sandbox,PC,N/A,N/A,N/A,N/A,N/A
Outer Wilds,Adventure,PS5,N/A,N/A,N/A,N/A,N/A
Outer Wilds,Sandbox,XOne,N/A,N/A,N/A,N/A,N/A
Outer Wilds,Adventure,NS,N/A,N/A,N/A,N/A,N/A
Outer Wilds,Adventure,PS4,N/A,N/A,N/A,N/A,N/A
Injustice 2,Fighting,PS4,1.72m,0.88m,0.54m,N/A,0.29m
Injustice 2,Fighting,XOne,0.89m,0.65m,0.16m,N/A,0.09m
Injustice 2,Fighting,PC,N/A,N/A,N/A,N/A,N/A
Synergia,Visual Novel,PS4,N/A,N/A,N/A,N/A,N/A
Synergia,Visual Novel,XOne,N/A,N/A,N/A,N/A,N/A
Synergia,Visual Novel,NS,N/A,N/A,N/A,N/A,N/A
Synergia,Visual Novel,PC,N/A,N/A,N/A,N/A,N/A
James Bond 007: Agent Under Fire,Shooter,PS2,3.53m,1.90m,1.13m,0.10m,0.41m
Street Fighter IV,Fighting,PS3,4.19m,2.04m,1.05m,0.59m,0.52m
Street Fighter IV,Fighting,X360,2.95m,1.83m,0.70m,0.15m,0.26m
Street Fighter IV,Fighting,PC,0.13m,0.07m,0.05m,N/A,0.02m
XBlaze Lost: Memories,Visual Novel,PS3,0.05m,0.04m,N/A,N/A,0.01m
XBlaze Lost: Memories,Visual Novel,PC,N/A,N/A,N/A,N/A,N/A
Pikmin 3,Strategy,WiiU,1.23m,0.47m,0.38m,0.29m,0.08m
Monster Hunter Tri,Role-Playing,Wii,2.23m,0.65m,0.41m,1.05m,0.11m
Mirror's Edge,Platform,X360,1.16m,0.51m,0.51m,0.01m,0.12m
Mirror's Edge,Platform,PS3,1.13m,0.31m,0.59m,0.02m,0.21m
Mirror's Edge,Platform,PC,0.05m,N/A,0.05m,N/A,0.01m
The Crew,Racing,PS4,1.79m,0.44m,1.04m,0.03m,0.27m
The Crew,Racing,XOne,0.71m,0.32m,0.34m,N/A,0.06m
The Crew,Racing,X360,0.23m,0.06m,0.15m,N/A,0.02m
The Crew,Racing,PC,0.15m,N/A,0.14m,N/A,0.01m
Nero,Puzzle,XOne,N/A,N/A,N/A,N/A,N/A
Nero,Puzzle,PC,N/A,N/A,N/A,N/A,N/A
Nero,Puzzle,WiiU,N/A,N/A,N/A,N/A,N/A
New Super Mario Bros. U,Platform,WiiU,5.62m,2.30m,1.63m,1.32m,0.38m
Naruto: Clash of Ninja Revolution,Fighting,Wii,1.02m,0.44m,0.46m,N/A,0.11m
Tropico 5,Simulation,PS4,0.38m,0.07m,0.18m,0.08m,0.05m
Tropico 5,Simulation,PC,0.14m,0.04m,0.09m,N/A,0.01m
Tropico 5,Simulation,X360,0.06m,0.03m,0.02m,N/A,0.00m
Tropico 5,Simulation,XOne,0.02m,0.02m,N/A,N/A,0.00m
The Last of Us,Action-Adventure,PS3,6.27m,2.41m,2.57m,0.29m,0.99m
Grand Theft Auto IV,Action,X360,11.09m,6.80m,3.11m,0.14m,1.04m
Grand Theft Auto IV,Action,PS3,10.57m,4.79m,3.73m,0.44m,1.62m
Grand Theft Auto IV,Action,PC,0.87m,0.01m,0.80m,N/A,0.06m
Just Dance 2019,Music,NS,0.76m,0.43m,0.26m,N/A,0.07m
Just Dance 2019,Music,Wii,0.24m,0.10m,0.12m,N/A,0.02m
Just Dance 2019,Music,PS4,0.17m,0.11m,0.03m,N/A,0.03m
Just Dance 2019,Music,XOne,0.15m,0.13m,0.01m,N/A,0.02m
Just Dance 2019,Music,WiiU,0.10m,0.06m,0.03m,N/A,0.01m
Just Dance 2019,Music,X360,0.07m,0.05m,0.01m,N/A,0.01m
ATLAS,MMO,XOne,N/A,N/A,N/A,N/A,N/A
ATLAS,MMO,PC,N/A,N/A,N/A,N/A,N/A
Mario & Sonic at the Olympic Games,Sports,Wii,8.00m,2.57m,3.87m,0.66m,0.90m
FIFA Soccer 12,Sports,PS3,6.65m,0.84m,4.33m,0.11m,1.37m
FIFA Soccer 12,Sports,X360,4.18m,0.85m,2.79m,0.02m,0.52m
FIFA Soccer 12,Sports,Wii,0.76m,0.15m,0.51m,N/A,0.10m
FIFA Soccer 12,Sports,PC,0.46m,0.04m,0.33m,N/A,0.09m
FIFA Soccer 12,Sports,PS2,0.09m,N/A,0.02m,N/A,0.06m
Dragon Quest X: All in One Package,Role-Playing,PS4,0.06m,N/A,N/A,0.06m,N/A
Dragon Quest X: All in One Package,MMO,NS,0.04m,N/A,N/A,0.04m,N/A
Dragon Quest X: All in One Package,MMO,WiiU,0.02m,N/A,N/A,0.02m,N/A
Rush: A Disney Pixar Adventure,Adventure,XOne,0.17m,0.15m,N/A,N/A,0.02m
Rush: A Disney Pixar Adventure,Adventure,PC,N/A,N/A,N/A,N/A,N/A
153 Hand Video Poker,Simulation,WiiU,N/A,N/A,N/A,N/A,N/A
The Legend of Zelda: The Wind Waker,Action-Adventure,WiiU,2.08m,1.04m,0.73m,0.15m,0.17m
God of War,Action,PS2,4.45m,2.71m,1.29m,0.02m,0.43m
God of War,Action-Adventure,PC,N/A,N/A,N/A,N/A,N/A
Mahjong * Dream C Club,Misc,PS3,0.04m,N/A,N/A,0.04m,N/A
Mahjong * Dream C Club,Board Game,X360,0.02m,N/A,N/A,0.02m,N/A
Mahjong * Dream C Club,Misc,X360,0.01m,N/A,N/A,0.01m,N/A
Mahjong * Dream C Club,Misc,PC,N/A,N/A,N/A,N/A,N/A
Mahjong * Dream C Club,Misc,PC,N/A,N/A,N/A,N/A,N/A
Call of Duty: Black Ops,Shooter,X360,14.74m,9.76m,3.73m,0.11m,1.14m
Call of Duty: Black Ops,Shooter,PS3,12.67m,6.01m,4.40m,0.48m,1.78m
Call of Duty: Black Ops,Shooter,PC,1.62m,0.58m,0.82m,N/A,0.23m
Call of Duty: Black Ops,Shooter,Wii,1.37m,0.80m,0.46m,N/A,0.12m
Resident Evil: The Umbrella Chronicles,Shooter,Wii,1.52m,0.67m,0.43m,0.29m,0.14m
Resident Evil: The Umbrella Chronicles,Action,PS3,N/A,N/A,N/A,N/A,N/A
Tony Hawk's Pro Skater 4,Sports,PS2,3.67m,2.13m,1.18m,0.01m,0.35m
Tony Hawk's Pro Skater 4,Sports,PC,N/A,N/A,N/A,N/A,N/A
Qubed,Puzzle,X360,0.08m,0.07m,N/A,N/A,0.01m
Grand Theft Auto: Episodes from Liberty City,Adventure,X360,2.60m,1.08m,1.22m,0.03m,0.27m
Grand Theft Auto: Episodes from Liberty City,Adventure,PS3,2.09m,0.62m,0.99m,0.13m,0.34m
Grand Theft Auto: Episodes from Liberty City,Action,PC,0.09m,N/A,0.08m,N/A,0.01m
Alien: Isolation,Adventure,PS4,1.09m,0.29m,0.59m,0.05m,0.16m
Alien: Isolation,Adventure,XOne,0.52m,0.23m,0.25m,N/A,0.04m
Alien: Isolation,Adventure,PS3,0.33m,0.12m,0.16m,N/A,0.05m
Alien: Isolation,Adventure,X360,0.29m,0.16m,0.11m,N/A,0.03m
Alien: Isolation,Adventure,PC,0.14m,N/A,0.14m,N/A,0.01m
Alien: Isolation,Action-Adventure,NS,N/A,N/A,N/A,N/A,N/A
SoulCalibur IV,Fighting,X360,1.58m,0.92m,0.43m,0.07m,0.15m
SoulCalibur IV,Fighting,PS3,1.47m,0.72m,0.40m,0.14m,0.20m
Max Payne,Shooter,PS2,3.31m,1.99m,1.05m,0.05m,0.22m
Max Payne,Shooter,PC,0.02m,N/A,0.02m,N/A,0.00m
A.C.E.: Another Century's Episode R,Simulation,PS3,0.26m,N/A,N/A,0.26m,N/A
Star Wars Battlefront (2015),Shooter,PS4,8.03m,3.31m,3.19m,0.23m,1.30m
Star Wars Battlefront (2015),Shooter,XOne,4.15m,2.49m,1.26m,0.02m,0.38m
Star Wars Battlefront (2015),Shooter,PC,0.49m,0.13m,0.33m,N/A,0.04m
DDRMAX2: Dance Dance Revolution,Simulation,PS2,1.81m,1.05m,0.59m,N/A,0.18m
Pipe Mania,Puzzle,PS2,0.14m,0.07m,0.05m,N/A,0.02m
Pipe Mania,Puzzle,PC,N/A,N/A,N/A,N/A,N/A
Pipe Mania,Puzzle,Wii,N/A,N/A,N/A,N/A,N/A
SOCOM II: U.S. Navy SEALs,Shooter,PS2,2.94m,2.22m,0.51m,0.06m,0.15m
Muramasa: The Demon Blade,Role-Playing,Wii,0.60m,0.32m,0.13m,0.11m,0.04m
Lucian Bee's: Justice Yellow / Evil Violet,Visual Novel,PS2,0.07m,N/A,N/A,0.07m,N/A
Phantom: Phantom of Inferno,Visual Novel,X360,0.01m,N/A,N/A,0.01m,N/A
Phantom: Phantom of Inferno,Adventure,PC,N/A,N/A,N/A,N/A,N/A
Phantom: Phantom of Inferno,Adventure,PS2,N/A,N/A,N/A,N/A,N/A
Banjo-Kazooie: Nuts & Bolts,Platform,X360,0.76m,0.32m,0.35m,0.00m,0.08m
POKER DICE SOLITAIRE FUTURE,Strategy,WiiU,N/A,N/A,N/A,N/A,N/A
Mario Party 2,Party,WiiU,N/A,N/A,N/A,N/A,N/A
Hasbro Family Game Night,Misc,Wii,1.43m,0.96m,0.34m,N/A,0.13m
Hasbro Family Game Night,Misc,PS2,0.57m,0.28m,0.22m,N/A,0.07m
Hasbro Family Game Night,Puzzle,PS3,N/A,N/A,N/A,N/A,N/A
Tomb Raider: Underworld,Adventure,PS3,1.26m,0.45m,0.55m,0.05m,0.21m
Tomb Raider: Underworld,Adventure,X360,1.07m,0.53m,0.42m,0.01m,0.11m
Tomb Raider: Underworld,Adventure,Wii,0.45m,0.13m,0.27m,N/A,0.05m
Tomb Raider: Underworld,Adventure,PS2,0.18m,0.09m,0.04m,N/A,0.05m
Tomb Raider: Underworld,Adventure,PC,0.08m,N/A,0.07m,N/A,0.01m
Harvest Moon: Seeds of Memories,Simulation,PC,N/A,N/A,N/A,N/A,N/A
Harvest Moon: Seeds of Memories,Simulation,WiiU,N/A,N/A,N/A,N/A,N/A
Madden NFL 06,Sports,PS2,4.91m,3.98m,0.26m,0.01m,0.66m
Madden NFL 06,Sports,X360,0.59m,0.54m,0.00m,0.01m,0.03m
Madden NFL 06,Sports,PC,N/A,N/A,N/A,N/A,N/A
Dragon Age: Origins,Role-Playing,X360,2.56m,1.76m,0.55m,0.03m,0.22m
Dragon Age: Origins,Role-Playing,PS3,1.67m,0.96m,0.42m,0.08m,0.21m
Dragon Age: Origins,Role-Playing,PC,0.50m,N/A,0.46m,N/A,0.04m
Resident Evil: Revelations,Action,PS3,0.76m,0.14m,0.32m,0.22m,0.09m
Resident Evil: Revelations,Shooter,X360,0.26m,0.12m,0.10m,0.02m,0.02m
Resident Evil: Revelations,Shooter,WiiU,0.22m,0.09m,0.08m,0.03m,0.02m
Resident Evil: Revelations,Action,PS4,0.18m,0.06m,0.06m,0.04m,0.02m
Resident Evil: Revelations,Shooter,PC,0.04m,N/A,0.04m,N/A,0.00m
Resident Evil: Revelations,Action,XOne,0.02m,0.02m,N/A,N/A,0.00m
Resident Evil: Revelations,Action,NS,N/A,N/A,N/A,N/A,N/A
Fight Night Round 2004,Fighting,PS2,N/A,N/A,N/A,N/A,N/A
Spider-Man 2,Action,PS2,3.41m,1.75m,1.20m,0.02m,0.43m
Spider-Man 2,Action,PC,N/A,N/A,N/A,N/A,N/A
LEGO Jurassic World,Action,PS4,1.18m,0.41m,0.56m,0.02m,0.19m
LEGO Jurassic World,Action,PS3,1.02m,0.36m,0.49m,N/A,0.17m
LEGO Jurassic World,Action,X360,1.01m,0.51m,0.41m,N/A,0.09m
LEGO Jurassic World,Action,XOne,0.78m,0.44m,0.27m,N/A,0.07m
LEGO Jurassic World,Action,WiiU,0.57m,0.29m,0.20m,0.03m,0.05m
LEGO Jurassic World,Action,PC,0.04m,N/A,0.04m,N/A,0.00m
Chaos;Child,Visual Novel,PS3,0.02m,N/A,N/A,0.02m,N/A
Chaos;Child,Visual Novel,PS4,0.02m,N/A,N/A,0.02m,N/A
Chaos;Child,Visual Novel,XOne,N/A,N/A,N/A,N/A,N/A
Chaos;Child,Visual Novel,PC,N/A,N/A,N/A,N/A,N/A
Project Spark,Misc,XOne,0.17m,0.11m,0.05m,N/A,0.02m
Project Spark,Misc,PC,N/A,N/A,N/A,N/A,N/A
Forza Motorsport 5,Racing,XOne,2.40m,1.28m,0.90m,0.01m,0.21m
Shin Hayarigami,Visual Novel,PS3,0.04m,N/A,N/A,0.04m,N/A
Rune Factory: Tides of Destiny,Simulation,PS3,0.23m,0.14m,N/A,0.07m,0.02m
Rune Factory: Tides of Destiny,Role-Playing,Wii,0.19m,0.13m,N/A,0.06m,0.01m
PlayStation VR Worlds,Misc,PS4,2.16m,0.36m,1.40m,0.09m,0.32m
Rabbids Land,Party,WiiU,0.03m,0.01m,0.01m,N/A,0.00m
Boom Blox Bash Party,Puzzle,Wii,0.46m,0.33m,0.09m,N/A,0.04m
Marvel vs. Capcom: Infinite,Fighting,PS4,0.70m,0.36m,0.19m,0.04m,0.11m
Marvel vs. Capcom: Infinite,Fighting,XOne,0.34m,0.26m,0.05m,N/A,0.03m
Marvel vs. Capcom: Infinite,Fighting,PC,0.00m,N/A,0.00m,N/A,0.00m
Mass Effect,Role-Playing,X360,2.91m,1.83m,0.79m,0.03m,0.27m
Mass Effect,Role-Playing,PC,0.67m,N/A,0.59m,N/A,0.07m
New Super Luigi U,Action,WiiU,2.42m,1.25m,0.75m,0.22m,0.20m
LEGO Star Wars III: The Clone Wars,Action,Wii,1.79m,1.01m,0.62m,N/A,0.15m
LEGO Star Wars III: The Clone Wars,Action,X360,1.48m,0.84m,0.51m,N/A,0.13m
LEGO Star Wars III: The Clone Wars,Action,PS3,1.18m,0.52m,0.47m,N/A,0.19m
LEGO Star Wars III: The Clone Wars,Action,PC,0.25m,0.10m,0.13m,N/A,0.02m
Marvel Avengers: Battle for Earth,Misc,WiiU,0.12m,0.06m,0.05m,N/A,0.01m
Marvel Avengers: Battle for Earth,Misc,X360,0.02m,0.02m,N/A,N/A,0.00m
Space Hulk Tactics,Strategy,PS4,0.02m,0.02m,N/A,N/A,0.00m
Space Hulk Tactics,Strategy,XOne,0.02m,0.02m,N/A,N/A,0.00m
Future Tactics: The Uprising,Strategy,PS2,0.07m,0.03m,0.03m,N/A,0.01m
Future Tactics: The Uprising,Strategy,PC,N/A,N/A,N/A,N/A,N/A
The Hobbit,Adventure,PS2,0.54m,0.26m,0.20m,N/A,0.07m
The Hobbit,Adventure,PC,0.00m,N/A,0.00m,N/A,0.00m
Dragon Quest X,MMO,Wii,0.97m,N/A,N/A,0.97m,N/A
Dragon Quest X,MMO,WiiU,0.42m,N/A,N/A,0.42m,N/A
Dragon Quest X,MMO,PC,N/A,N/A,N/A,N/A,N/A
The Eye of Judgment,Strategy,PS3,0.34m,0.28m,0.00m,0.02m,0.03m
Super Robot Taisen MX,Strategy,PS2,0.50m,N/A,N/A,0.50m,N/A
Call of Duty: WWII,Shooter,PS4,13.40m,4.67m,6.21m,0.40m,2.12m
Call of Duty: WWII,Shooter,XOne,6.23m,3.75m,1.91m,N/A,0.57m
Call of Duty: WWII,Shooter,PC,0.19m,0.07m,0.11m,N/A,0.01m
Transformer: Rise of the Dark Spark,Shooter,PS4,0.23m,0.08m,0.11m,0.01m,0.04m
Transformer: Rise of the Dark Spark,Shooter,X360,0.16m,0.09m,0.06m,N/A,0.01m
Transformer: Rise of the Dark Spark,Shooter,XOne,0.15m,0.10m,0.03m,N/A,0.01m
Transformer: Rise of the Dark Spark,Shooter,PS3,0.11m,0.04m,0.04m,0.01m,0.02m
Transformer: Rise of the Dark Spark,Shooter,WiiU,0.06m,0.04m,0.02m,N/A,0.01m
Transformer: Rise of the Dark Spark,Shooter,PC,N/A,N/A,N/A,N/A,N/A
Resident Evil 5,Action,PS3,5.10m,1.96m,1.42m,1.08m,0.64m
Resident Evil 5,Action,X360,3.53m,2.13m,0.93m,0.12m,0.34m
Resident Evil 5,Action,PS4,0.07m,0.05m,N/A,0.01m,0.01m
Resident Evil 5,Action,PC,0.07m,0.01m,0.05m,N/A,0.01m
Resident Evil 5,Action,XOne,0.04m,0.04m,N/A,N/A,0.00m
Resident Evil 5,Action,NS,N/A,N/A,N/A,N/A,N/A
Kingdom Hearts HD I.5 ReMIX,Misc,PS3,1.85m,0.93m,0.40m,0.25m,0.28m
Disorder 6,Visual Novel,PS3,0.01m,N/A,N/A,0.01m,N/A
Disorder 6,Visual Novel,X360,0.00m,N/A,N/A,0.00m,N/A
Call of Duty: Modern Warfare 2,Shooter,X360,13.53m,8.54m,3.63m,0.08m,1.28m
Call of Duty: Modern Warfare 2,Shooter,PS3,10.61m,4.99m,3.66m,0.38m,1.59m
Call of Duty: Modern Warfare 2,Shooter,PC,0.88m,0.01m,0.79m,N/A,0.08m
Game Party Champions,Party,WiiU,0.13m,0.09m,0.03m,N/A,0.01m
Assassin's Creed Odyssey,Action-Adventure,PS4,3.18m,1.18m,1.40m,0.09m,0.51m
Assassin's Creed Odyssey,Action-Adventure,XOne,1.39m,0.91m,0.35m,N/A,0.13m
Assassin's Creed Odyssey,Action-Adventure,PC,0.06m,N/A,0.06m,N/A,0.00m
Winning Eleven: Pro Evolution Soccer 2007,Sports,PS2,4.39m,0.10m,2.39m,1.05m,0.86m
Winning Eleven: Pro Evolution Soccer 2007,Sports,X360,0.10m,0.09m,0.00m,N/A,0.01m
Winning Eleven: Pro Evolution Soccer 2007,Sports,PC,0.01m,N/A,0.01m,N/A,0.00m
Cities: Skylines,Simulation,PS4,0.30m,0.15m,0.07m,0.04m,0.05m
Cities: Skylines,Simulation,XOne,0.18m,0.13m,0.03m,N/A,0.02m
Cities: Skylines,Simulation,PC,0.17m,N/A,0.16m,N/A,0.01m
Cities: Skylines,Simulation,NS,N/A,N/A,N/A,N/A,N/A
Heavy Rain,Adventure,PS3,3.06m,1.29m,1.24m,0.06m,0.48m
Heavy Rain,Adventure,PS4,N/A,N/A,N/A,N/A,N/A
Halo: Combat Evolved,Shooter,PC,0.04m,0.02m,0.02m,N/A,0.00m
Sonic and the Secret Rings,Platform,Wii,2.75m,1.23m,1.19m,0.04m,0.30m
ZooCube,Puzzle,PS2,N/A,N/A,N/A,N/A,N/A
LEGO Dimensions,Action,PS4,1.18m,0.48m,0.50m,N/A,0.20m
LEGO Dimensions,Action,X360,0.87m,0.49m,0.31m,N/A,0.08m
LEGO Dimensions,Action,PS3,0.81m,0.26m,0.41m,N/A,0.13m
LEGO Dimensions,Action,XOne,0.72m,0.47m,0.18m,N/A,0.07m
LEGO Dimensions,Action,WiiU,0.65m,0.37m,0.22m,N/A,0.06m
SoulCalibur II,Fighting,PS2,2.06m,1.06m,0.62m,0.13m,0.25m
SoulCalibur II,Misc,PS3,N/A,N/A,N/A,N/A,N/A
SoulCalibur II,Misc,X360,N/A,N/A,N/A,N/A,N/A
Plantera,Simulation,WiiU,N/A,N/A,N/A,N/A,N/A
Plantera,Simulation,PC,N/A,N/A,N/A,N/A,N/A
Dance Dance Revolution: Hottest Party 2,Simulation,Wii,1.58m,0.94m,0.48m,0.01m,0.15m
Little Nightmares,Platform,PS4,0.39m,0.18m,0.12m,0.02m,0.06m
Little Nightmares,Platform,XOne,0.16m,0.12m,0.03m,N/A,0.02m
Little Nightmares,Platform,NS,0.05m,N/A,0.02m,0.03m,0.00m
Little Nightmares,Platform,PC,0.01m,N/A,0.01m,N/A,0.00m
Carnival Games,Misc,Wii,4.06m,2.12m,1.47m,0.05m,0.42m
Carnival Games,Party,NS,0.27m,0.11m,0.14m,N/A,0.02m
Carnival Games,Party,PS4,0.05m,0.04m,N/A,N/A,0.01m
Carnival Games,Party,XOne,0.05m,0.04m,N/A,N/A,0.01m
NBA 2K18,Sports,PS4,3.34m,2.13m,0.57m,0.04m,0.59m
NBA 2K18,Sports,XOne,2.02m,1.67m,0.14m,N/A,0.21m
NBA 2K18,Sports,NS,0.43m,0.30m,0.06m,0.03m,0.04m
NBA 2K18,Sports,X360,0.11m,0.09m,0.00m,N/A,0.01m
NBA 2K18,Sports,PS3,0.09m,0.06m,0.01m,0.01m,0.01m
NBA 2K18,Sports,PC,N/A,N/A,N/A,N/A,N/A
Fatal Frame 2: Wii Edition,Action-Adventure,Wii,0.11m,N/A,0.00m,0.10m,0.00m
Spider-Man: The Movie,Action,PS2,4.48m,2.71m,1.51m,0.03m,0.23m
Spider-Man: The Movie,Action,PC,N/A,N/A,N/A,N/A,N/A
The Walking Dead: Survival Instinct,Shooter,X360,0.64m,0.46m,0.11m,N/A,0.06m
The Walking Dead: Survival Instinct,Shooter,PS3,0.54m,0.28m,0.17m,N/A,0.09m
The Walking Dead: Survival Instinct,Shooter,WiiU,0.12m,0.08m,0.03m,N/A,0.01m
The Walking Dead: Survival Instinct,Shooter,PC,N/A,N/A,N/A,N/A,N/A
Kingdom Hearts HD I.5 + II.5 ReMIX,Role-Playing,PS4,1.75m,0.75m,0.51m,0.23m,0.26m
Kingdom Hearts HD I.5 + II.5 ReMIX,Action,PS4,0.00m,N/A,0.00m,N/A,0.00m
Utawarerumono: Mask of Truth,Visual Novel,PS4,0.13m,0.05m,N/A,0.07m,0.01m
Utawarerumono: Mask of Truth,Visual Novel,PS3,0.04m,N/A,N/A,0.04m,N/A
Diablo III: Ultimate Evil Edition,Role-Playing,PS4,2.82m,0.83m,1.48m,0.08m,0.44m
Diablo III: Ultimate Evil Edition,Role-Playing,XOne,1.04m,0.62m,0.32m,N/A,0.09m
Diablo III: Ultimate Evil Edition,Role-Playing,PS3,N/A,N/A,N/A,N/A,N/A
Diablo III: Ultimate Evil Edition,Role-Playing,X360,N/A,N/A,N/A,N/A,N/A
Final Fantasy XIV: Stormblood,MMO,PS4,0.17m,0.05m,0.06m,0.04m,0.02m
Final Fantasy XIV: Stormblood,MMO,PC,0.06m,0.04m,0.02m,N/A,0.01m
TimeSplitters 2,Shooter,PS2,0.70m,0.34m,0.27m,N/A,0.09m
"Sharin no Kuni, Himawari no Shoujo",Visual Novel,X360,0.02m,N/A,N/A,0.02m,N/A
Marvel's Spider-Man,Action-Adventure,PS4,8.76m,3.64m,3.39m,0.32m,1.41m
Avatar: The Last Airbender,Adventure,Wii,0.28m,0.23m,0.02m,N/A,0.02m
Avatar: The Last Airbender,Adventure,PS2,N/A,N/A,N/A,N/A,N/A
Avatar: The Last Airbender,Adventure,PC,N/A,N/A,N/A,N/A,N/A
Fantasia: Music Evolved,Music,XOne,0.19m,0.14m,0.03m,N/A,0.02m
Fantasia: Music Evolved,Music,X360,0.10m,0.08m,0.01m,N/A,0.01m
Resident Evil Zero,Action-Adventure,PC,0.02m,0.01m,0.01m,N/A,0.00m
Resident Evil Zero,Action-Adventure,PS3,0.00m,N/A,0.00m,N/A,0.00m
Resident Evil Zero,Action-Adventure,X360,N/A,N/A,N/A,N/A,N/A
Resident Evil Zero,Action-Adventure,PS4,N/A,N/A,N/A,N/A,N/A
Resident Evil Zero,Action-Adventure,NS,N/A,N/A,N/A,N/A,N/A
Resident Evil Zero,Action-Adventure,XOne,N/A,N/A,N/A,N/A,N/A
Need for Speed: Most Wanted,Racing,PS2,4.37m,2.03m,1.79m,0.08m,0.47m
Need for Speed: Most Wanted,Racing,X360,1.25m,1.00m,0.13m,0.02m,0.10m
Need for Speed: Most Wanted,Racing,PC,0.28m,0.02m,0.24m,N/A,0.02m
Marvel: Ultimate Alliance,Role-Playing,X360,2.50m,2.29m,0.02m,N/A,0.19m
Marvel: Ultimate Alliance,Role-Playing,PS2,0.82m,0.69m,0.03m,N/A,0.11m
Marvel: Ultimate Alliance,Role-Playing,Wii,0.40m,0.36m,0.01m,N/A,0.03m
Marvel: Ultimate Alliance,Role-Playing,PS3,0.38m,0.33m,0.02m,N/A,0.03m
Marvel: Ultimate Alliance,Role-Playing,PC,0.01m,0.01m,0.00m,N/A,0.00m
Uncharted 2: Among Thieves,Action,PS3,6.74m,3.28m,2.22m,0.21m,1.02m
Your Shape Fitness Evolved 2013,Sports,WiiU,0.15m,0.07m,0.07m,N/A,0.01m
